"codigoestacion","codigosensor","fechaobservacion","valorobservado","nombreestacion","departamento","municipio","zonahidrografica","latitud","longitud","descripcionsensor","unidadmedida"
"0052055502","0068","2016-09-21T11:30:00.000","27.8","SANDONA  - AUT","NARIÑO","SANDONÁ","PATÍA","1.300888889","-77.46035833","Temp Aire 2 m","°C"
"0026155505","0068","2017-12-04T17:40:00.000","22.84078","GRANJA LUKER  - AUT","CALDAS","PALESTINA","CAUCA","5.070275","-75.68555278","Temp Aire 2 m","°C"
"0023195190","0068","2005-12-19T03:00:00.000","6.8","SAN ANTONIO","SANTANDER","FLORIDABLANCA","MEDIO MAGDALENA","7.1","-73.066","Temp Aire 2 m","°C"
"0021202180","0068","2011-05-11T06:00:00.000","13.8","QUIBA - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.543","-74.156","Temp Aire 2 m","°C"
"0026145090","0068","2012-06-30T07:00:00.000","15.1","SANTA EMILIA - AUT","RISARALDA","BELÉN DE UMBRÍA","CAUCA","5.207472222","-75.90294444","Temp Aire 2 m","°C"
"0052025501","0068","2019-02-10T10:25:00.000","20.2993","LA VEGA  - AUT","CAUCA","LA VEGA","PATÍA","2.092941667","-76.81202778","Temp Aire 2 m","°C"
"0021202200","0068","2011-05-15T07:10:00.000","14.4","VITELMA","BOGOTA D.C.","BOGOTA, D.C","META","4.575","-74.072","Temp Aire 2 m","°C"
"0021115170","0068","2016-11-25T07:00:00.000","15.1","LA PLATA - AUT","HUILA","NEIVA","ALTO MAGDALENA","2.759138889","-75.07455556","Temp Aire 2 m","°C"
"0029065120","0068","2010-07-18T15:00:00.000","22.9","BATALLON NO. 6 - AUT","MAGDALENA","FUNDACIÓN","BAJO MAGDALENA","10.46536111","-73.92777778","Temp Aire 2 m","°C"
"0023025501","0068","2019-04-29T15:40:00.000","27.18857","MANZANARES  - AUT","CALDAS","MANZANARES","MEDIO MAGDALENA","5.163913889","-75.11740833","Temp Aire 2 m","°C"
"0037015501","0068","2018-05-25T12:35:00.000","24.66945","LABATECA  - AUT","NORTE DE SANTANDER","LABATECA","ARAUCA","7.296058333","-72.49772778","Temp Aire 2 m","°C"
"0021202220","0068","2014-01-03T03:25:00.000","14.1","PARAISO - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.617","-74.05","Temp Aire 2 m","°C"
"0022025501","0068","2018-09-13T05:30:00.000","15.52345","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Temp Aire 2 m","°C"
"0021045501","0068","2018-12-19T18:20:00.000","19.22034","OPORAPA  - AUT","HUILA","OPORAPA","ALTO MAGDALENA","2.041941667","-76.01191667","Temp Aire 2 m","°C"
"0023065190","0068","2018-04-01T08:00:00.000","20.5","QUEBRADA NEGRA - AUT","CUNDINAMARCA","QUEBRADANEGRA","MEDIO MAGDALENA","5.137611111","-74.48125","Temp Aire 2 m","°C"
"0026175501","0068","2019-05-10T07:35:00.000","18.43511","RAFAEL ESCOBAR  - AUT","CALDAS","SUPIA","CAUCA","5.45","-75.63305556","Temp Aire 2 m","°C"
"0026155502","0068","2019-07-30T21:20:00.000","21.40649","CENICAFE  - AUT","CALDAS","MANIZALES","CAUCA","4.991111111","-75.59749722","Temp Aire 2 m","°C"
"0023085501","0068","2018-08-12T11:00:00.000","26.18333","COCORNA  - AUT","ANTIOQUIA","COCORNÁ","MEDIO MAGDALENA","6.061941667","-75.18666667","Temp Aire 2 m","°C"
"0021165501","0068","2018-07-09T13:55:00.000","19.12965","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Temp Aire 2 m","°C"
"0016025503","0068","2016-09-26T11:40:00.000","25.3","GRAMALOTE  - AUT","NORTE DE SANTANDER","GRAMALOTE","CATATUMBO","7.923163889","-72.83375556","Temp Aire 2 m","°C"
"0023065503","0068","2017-06-12T03:05:00.000","15.23261","EL MIRADOR  - AUT","CUNDINAMARCA","SASAIMA","MEDIO MAGDALENA","4.95","-74.4","Temp Aire 2 m","°C"
"0021208480","0068","2013-03-16T05:40:00.000","15.3","KENNEDY - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.633","-74.15","Temp Aire 2 m","°C"
"0026125508","0068","2018-02-15T01:05:00.000","18.00072","LACATALINA  - AUT","RISARALDA","PEREIRA","CAUCA","4.7475","-75.73805556","Temp Aire 2 m","°C"
"0024015507","0068","2018-12-22T04:00:00.000","6.624","OJO DE AGUA  - AUT","CUNDINAMARCA","SIMIJACA","SOGAMOSO","5.392","-73.854","Temp Aire 2 m","°C"
"2120000104","0068","2018-10-22T23:56:00.000","12.2","COLEGIO MIGUEL ANTONIO CARO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.813","-74.031","Temp Aire 2 m","°C"
"0021055070","0068","2017-10-03T02:00:00.000","16.4","INZA - AUT","CAUCA","INZÁ","ALTO MAGDALENA","2.548194444","-76.06394444","Temp Aire 2 m","°C"
"0026075120","0068","2017-01-24T08:00:00.000","19.4","LA DIANA - AUT","VALLE DEL CAUCA","FLORIDA","CAUCA","3.314055556","-76.18569444","Temp Aire 2 m","°C"
"0026125508","0068","2018-11-21T01:10:00.000","18.3348","LACATALINA  - AUT","RISARALDA","PEREIRA","CAUCA","4.7475","-75.73805556","Temp Aire 2 m","°C"
"0021208480","0068","2014-07-16T12:35:00.000","18.8","KENNEDY - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.633","-74.15","Temp Aire 2 m","°C"
"0021202170","0068","2014-09-27T02:00:00.000","14.4","SIERRA MORENA - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.567","-74.167","Temp Aire 2 m","°C"
"0052025501","0068","2017-09-16T00:30:00.000","18.73433","LA VEGA  - AUT","CAUCA","LA VEGA","PATÍA","2.092941667","-76.81202778","Temp Aire 2 m","°C"
"0011159010","0068","2017-10-22T23:00:00.000","25.7","CAPURGANA - TX GPRS","CHOCÓ","ACANDÍ","ATRATO - DARIÉN","8.616","-77.331","Temp Aire 2 m","°C"
"0026165502","0068","2017-02-28T00:15:00.000","16","JARDIN  - AUT","ANTIOQUIA","JARDÍN","CAUCA","5.6","-75.84972222","Temp Aire 2 m","°C"
"0026135502","0068","2017-03-25T03:10:00.000","15.8","EL JAZMIN  - AUT","RISARALDA","SANTA ROSA DE CABAL","CAUCA","4.911944444","-75.62416389","Temp Aire 2 m","°C"
"0023065160","0068","2019-04-27T18:50:00.000","22.634","ACOMODO EL","CUNDINAMARCA","LA VEGA","MEDIO MAGDALENA","5.017","-74.333","Temp Aire 2 m","°C"
"0021215501","0068","2018-08-08T18:55:00.000","20.71799","ESPERANZA LA  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.45","-75.25","Temp Aire 2 m","°C"
"0021055501","0068","2016-08-13T05:30:00.000","17.3","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Temp Aire 2 m","°C"
"2120000104","0068","2019-02-23T00:57:00.000","10.36","COLEGIO MIGUEL ANTONIO CARO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.813","-74.031","Temp Aire 2 m","°C"
"0021105501","0068","2018-01-16T20:05:00.000","17.84171","ALGECIRAS  - AUT","HUILA","ALGECIRAS","ALTO MAGDALENA","2.595027778","-75.22852778","Temp Aire 2 m","°C"
"0021185501","0068","2019-01-20T08:00:00.000","21.53152","ROVIRA  - AUT","TOLIMA","ROVIRA","ALTO MAGDALENA","4.266666667","-75.28305556","Temp Aire 2 m","°C"
"0021202200","0068","2013-05-03T07:20:00.000","14.8","VITELMA","BOGOTA D.C.","BOGOTA, D.C","META","4.575","-74.072","Temp Aire 2 m","°C"
"2120000106","0068","2019-04-25T07:13:00.000","11.63","GRAN BRETAÑA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.512","-74.164","Temp Aire 2 m","°C"
"0023055502","0068","2018-02-19T21:40:00.000","19.11411","VILLARAZ  - AUT","CALDAS","PENSILVANIA","MEDIO MAGDALENA","5.383333333","-75.06638889","Temp Aire 2 m","°C"
"0026145508","0068","2017-09-13T18:40:00.000","18.75618","SAN JOSE  - AUT","CALDAS","SAN JOSE","CAUCA","5.094972222","-75.79174722","Temp Aire 2 m","°C"
"0026055100","0068","2009-02-01T05:00:00.000","13.7","FARALLONES - AUT","VALLE DEL CAUCA","CALI","CAUCA","3.416055556","-76.6515","Temp Aire 2 m","°C"
"2120700038","0068","2019-06-10T23:46:00.000","13.58","SAN FRANCISCO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.562","-74.149","Temp Aire 2 m","°C"
"0021115170","0068","2005-08-10T16:00:00.000","16.4","LA PLATA - AUT","HUILA","NEIVA","ALTO MAGDALENA","2.759138889","-75.07455556","Temp Aire 2 m","°C"
"0021055501","0068","2017-12-18T09:20:00.000","23.09679","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Temp Aire 2 m","°C"
"0021065501","0068","2019-03-15T16:00:00.000","22.43054","JORGE VILLAMIL  - AUT","HUILA","GIGANTE","ALTO MAGDALENA","2.325552778","-75.50972222","Temp Aire 2 m","°C"
"0022025501","0068","2019-05-05T13:15:00.000","28.68727","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Temp Aire 2 m","°C"
"0026135320","0068","2013-02-27T18:59:00.000","1.4","NEVADO SANTA ISABEL  - AUT","CALDAS","VILLAMARIA","CAUCA","4.802611111","-75.38047222","Temp Aire 2 m","°C"
"0052025501","0068","2018-07-26T22:25:00.000","17.69138","LA VEGA  - AUT","CAUCA","LA VEGA","PATÍA","2.092941667","-76.81202778","Temp Aire 2 m","°C"
"0024035360","0068","2014-09-19T17:00:00.000","15.1","SOCHA - AUT","BOYACÁ","SOCHA","SOGAMOSO","5.985416667","-72.99702778","Temp Aire 2 m","°C"
"0026055501","0068","2017-10-03T01:05:00.000","18.03983","GINEBRA  - AUT","VALLE DEL CAUCA","GINEBRA","CAUCA","3.738388889","-76.22083056","Temp Aire 2 m","°C"
"0021205480","0068","2018-10-30T17:30:00.000","13.114","IBERIA LA","CUNDINAMARCA","CHOCONTÁ","ALTO MAGDALENA","5.033","-73.717","Temp Aire 2 m","°C"
"0029035000","0068","2013-12-15T02:00:00.000","24.7","SINCERIN  - AUT","BOLIVAR","ARJONA","BAJO MAGDALENA","10.14258333","-75.27827778","Temp Aire 2 m","°C"
"0026145506","0068","2019-02-08T14:30:00.000","29.38356","FILO BONITO  - AUT","CALDAS","BELALCAZAR","CAUCA","4.986358333","-75.84574722","Temp Aire 2 m","°C"
"0026125503","0068","2017-08-15T05:40:00.000","18.4387","LA SIRENA  - AUT","VALLE DEL CAUCA","SEVILLA","CAUCA","4.285","-75.9025","Temp Aire 2 m","°C"
"0021055501","0068","2019-08-07T12:15:00.000","22.88432","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Temp Aire 2 m","°C"
"0026125505","0068","2018-04-23T11:25:00.000","26.26892","LA BELLA  - AUT","QUINDÍO","CALARCÁ","CAUCA","4.501111111","-75.67138889","Temp Aire 2 m","°C"
"2120000105","0068","2019-04-27T19:57:00.000","12.25","EL CODITO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.763","-74.022","Temp Aire 2 m","°C"
"0021209940","0068","2011-08-04T03:55:00.000","12.4","GRAVILLERAS - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.533","-74.117","Temp Aire 2 m","°C"
"2120000104","0068","2019-04-01T11:47:00.000","19.22","COLEGIO MIGUEL ANTONIO CARO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.813","-74.031","Temp Aire 2 m","°C"
"0021205501","0068","2016-07-14T20:40:00.000","20.7","MESITAS DE SANTA INES  - AUT","CUNDINAMARCA","CACHIPAY","ALTO MAGDALENA","4.718611111","-74.45527778","Temp Aire 2 m","°C"
"2120000107","0068","2019-04-11T03:08:00.000","11.65","LA FISCALA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.536","-74.106","Temp Aire 2 m","°C"
"0026125507","0068","2017-03-20T06:15:00.000","21.5","ARTURO GOMEZ  - AUT","VALLE DEL CAUCA","ALCALÁ","CAUCA","4.671388889","-75.77721944","Temp Aire 2 m","°C"
"0026055501","0068","2017-07-21T11:10:00.000","23.96326","GINEBRA  - AUT","VALLE DEL CAUCA","GINEBRA","CAUCA","3.738388889","-76.22083056","Temp Aire 2 m","°C"
"0026155503","0068","2019-03-28T22:35:00.000","19.64319","PLANALTO  - AUT","CALDAS","MANIZALES","CAUCA","4.989722222","-75.58971944","Temp Aire 2 m","°C"
"0026135290","0068","2014-01-29T14:00:00.000","25.9","MARSELLA - AUT","RISARALDA","MARSELLA","CAUCA","4.929583333","-75.73838889","Temp Aire 2 m","°C"
"0035027510","0068","2012-08-17T05:00:00.000","11.7","CALOSTROS BAJO - AUT","CUNDINAMARCA","LA CALERA","META","4.6645","-73.863083333","Temp Aire 2 m","°C"
"0026125509","0068","2018-08-03T04:45:00.000","14.91134","ESPERANZA LA  - AUT","QUINDÍO","PIJAO","CAUCA","4.299444444","-75.72508056","Temp Aire 2 m","°C"
"0026155250","0068","2010-05-02T21:00:00.000","3.3","PARAMO CONEJERAS  - AUT","CALDAS","VILLAMARIA","CAUCA","4.829805556","-75.37583333","Temp Aire 2 m","°C"
"0027015310","0068","2013-11-30T13:00:00.000","22.6","METROMEDELLIN - AUT","ANTIOQUIA","BELLO","NECHÍ","6.32975","-75.55211111","Temp Aire 2 m","°C"
"0036015020","0068","2018-08-01T11:00:00.000","27.4","EL DIAMANTE - AUT","CASANARE","PAZ DE ARIPORO","META","5.816194444","-71.41983333","Temp Aire 2 m","°C"
"0026145505","0068","2019-06-08T10:15:00.000","18.61596","LA FLORESTA  - AUT","CALDAS","BELALCAZAR","CAUCA","4.979219444","-75.83555556","Temp Aire 2 m","°C"
"0021202250","0068","2015-04-27T13:50:00.000","19.1","DOÑA JUANA - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.5","-74.133","Temp Aire 2 m","°C"
"0026205501","0068","2019-03-08T03:25:00.000","18.32884","EL ROSARIO  - AUT","ANTIOQUIA","VENECIA","CAUCA","5.625830556","-75.70527778","Temp Aire 2 m","°C"
"0026195502","0068","2017-09-04T20:20:00.000","21.72372","CIUDAD BOLIVAR  - AUT","ANTIOQUIA","CIUDAD BOLÍVAR","CAUCA","5.868666667","-75.99044167","Temp Aire 2 m","°C"
"0021202200","0068","2011-01-26T03:55:00.000","9.4","VITELMA","BOGOTA D.C.","BOGOTA, D.C","META","4.575","-74.072","Temp Aire 2 m","°C"
"0021215170","0068","2008-08-19T15:00:00.000","19.5","LA MARTINICA","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.402","-75.229","Temp Aire 2 m","°C"
"0052055501","0068","2017-10-03T04:15:00.000","17.04154","OSPINA PEREZ  - AUT","NARIÑO","CONSACÁ","PATÍA","1.254722222","-77.48777778","Temp Aire 2 m","°C"
"0026145505","0068","2017-11-04T23:30:00.000","18.53377","LA FLORESTA  - AUT","CALDAS","BELALCAZAR","CAUCA","4.979219444","-75.83555556","Temp Aire 2 m","°C"
"0021206980","0068","2012-05-05T18:00:00.000","10.2","SANTA CRUZ DE SIECHA  - AUT","CUNDINAMARCA","GUASCA","ALTO MAGDALENA","4.784277778","-73.87080556","Temp Aire 2 m","°C"
"0026145507","0068","2019-08-20T10:55:00.000","25.05333","LAS TANGAS  - AUT","CALDAS","BELALCAZAR","CAUCA","5.038","-75.80599722","Temp Aire 2 m","°C"
"0053115501","0068","2017-12-20T03:40:00.000","17.88103","DAGUA  - AUT","VALLE DEL CAUCA","DAGUA","TAPAJE - DAGUA - DIRECTOS","3.610441667","-76.63785833","Temp Aire 2 m","°C"
"0026155505","0068","2019-02-08T03:15:00.000","20.17971","GRANJA LUKER  - AUT","CALDAS","PALESTINA","CAUCA","5.070275","-75.68555278","Temp Aire 2 m","°C"
"0024025501","0068","2019-07-28T01:35:00.000","17.08624","ALBERTO SANTOS  - AUT","SANTANDER","SOCORRO","SOGAMOSO","6.493052778","-73.22111111","Temp Aire 2 m","°C"
"0021015040","0068","2011-12-31T16:00:00.000","24.6","LA PRIMAVERA - AUT","HUILA","SALADOBLANCO","ALTO MAGDALENA","2.021583333","-76.11433333","Temp Aire 2 m","°C"
"0026155502","0068","2018-12-07T10:30:00.000","24.21703","CENICAFE  - AUT","CALDAS","MANIZALES","CAUCA","4.991111111","-75.59749722","Temp Aire 2 m","°C"
"0011025501","0068","2017-10-29T16:40:00.000","17.02217","CARMEN DE ATRATO  - AUT","CHOCO","EL CARMEN","ATRATO - DARIÉN","5.888719444","-76.14516667","Temp Aire 2 m","°C"
"0024035430","0068","2015-05-20T20:00:00.000","15.2","TUNGUAVITA - AUT","BOYACÁ","PAIPA","SOGAMOSO","5.745916667","-73.11636111","Temp Aire 2 m","°C"
"0029015000","0068","2013-12-27T16:00:00.000","36.1","EL GUAMO - AUT","BOLIVAR","EL GUAMO","BAJO MAGDALENA","10.06444444","-74.85222222","Temp Aire 2 m","°C"
"0016025501","0068","2017-11-03T03:10:00.000","15.81506","CUCUTILLA  - AUT","NORTE DE SANTANDER","CUCUTILLA","CATATUMBO","7.519455556","-72.79790278","Temp Aire 2 m","°C"
"0021015502","0068","2017-11-27T12:55:00.000","24.24043","SAN AGUSTIN  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.851416667","-76.30433056","Temp Aire 2 m","°C"
"0026135502","0068","2016-08-10T16:25:00.000","26.1","EL JAZMIN  - AUT","RISARALDA","SANTA ROSA DE CABAL","CAUCA","4.911944444","-75.62416389","Temp Aire 2 m","°C"
"0026145505","0068","2019-05-14T20:20:00.000","22.03624","LA FLORESTA  - AUT","CALDAS","BELALCAZAR","CAUCA","4.979219444","-75.83555556","Temp Aire 2 m","°C"
"0022025501","0068","2019-07-03T15:35:00.000","25.76666","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Temp Aire 2 m","°C"
"0021115501","0068","2018-10-30T02:50:00.000","19.27095","TELLO  - AUT","HUILA","TELLO","ALTO MAGDALENA","2.960666667","-75.02849722","Temp Aire 2 m","°C"
"0023125160","0068","2008-06-09T10:00:00.000","29.3","SAN PABLO DE BORBUR  - AUT","BOYACÁ","SAN PABLO DE BORBUR","MEDIO MAGDALENA","5.647027778","-74.07130556","Temp Aire 2 m","°C"
"2120700038","0068","2019-01-13T02:12:00.000","9.78","SAN FRANCISCO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.562","-74.149","Temp Aire 2 m","°C"
"0035025110","0068","2013-03-20T00:00:00.000","24.7","LA LIBERTAD - AUT","META","VILLAVICENCIO","META","4.057361111","-73.46791667","Temp Aire 2 m","°C"
"0027015280","0068","2010-02-24T07:00:00.000","8.7","PARAMO BELMIRA - AUT","ANTIOQUIA","ENTRERRIOS","NECHÍ","6.632027778","-75.64444444","Temp Aire 2 m","°C"
"0021035501","0068","2018-03-09T21:55:00.000","17.9444","ACEVEDO  - AUT","HUILA","ACEVEDO","ALTO MAGDALENA","1.763191667","-75.93224722","Temp Aire 2 m","°C"
"0044015060","0068","2014-12-22T08:00:00.000","25","ACUEDUCTO MOCOA - AUT","PUTUMAYO","MOCOA","CAQUETÁ","1.157333333","-76.65183333","Temp Aire 2 m","°C"
"0026125502","0068","2018-05-01T01:45:00.000","18.43906","CAICEDONIA  - AUT","VALLE DEL CAUCA","CAICEDONIA","CAUCA","4.297558333","-75.86396111","Temp Aire 2 m","°C"
"0016015502","0068","2018-07-01T21:10:00.000","18.48826","BLONAY  - AUT","NORTE DE SANTANDER","CHINÁCOTA","CATATUMBO","7.564997222","-72.62110833","Temp Aire 2 m","°C"
"0021202240","0068","2012-04-03T11:05:00.000","17.86","UAN SEDE CIRCUNVALAR - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.633","-74.05","Temp Aire 2 m","°C"
"0026175502","0068","2018-04-08T20:20:00.000","25.00152","LA CRISTALINA  - AUT","ANTIOQUIA","TÁMESIS","CAUCA","5.7","-75.65999722","Temp Aire 2 m","°C"
"0021015502","0068","2016-06-19T22:25:00.000","15.6","SAN AGUSTIN  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.851416667","-76.30433056","Temp Aire 2 m","°C"
"0021201980","0068","2012-11-08T13:25:00.000","17","CERRO GUADALUPE - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.567","-74.05","Temp Aire 2 m","°C"
"0016015502","0068","2018-01-31T18:30:00.000","21.05016","BLONAY  - AUT","NORTE DE SANTANDER","CHINÁCOTA","CATATUMBO","7.564997222","-72.62110833","Temp Aire 2 m","°C"
"0021205502","0068","2019-05-16T06:30:00.000","18.16804","MISIONES  - AUT","CUNDINAMARCA","EL COLEGIO","ALTO MAGDALENA","4.544997222","-74.44055556","Temp Aire 2 m","°C"
"0021215190","0068","2009-01-21T11:00:00.000","16.6","CAJAMARCA - AUT","TOLIMA","CAJAMARCA","ALTO MAGDALENA","4.435666667","-75.50036111","Temp Aire 2 m","°C"
"0021202230","0068","2011-08-15T20:30:00.000","14.3","UAN SEDE USME - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.467","-74.117","Temp Aire 2 m","°C"
"0015015120","0068","2013-07-14T11:00:00.000","34.9","UNIVERSIDAD TECNOLOGICA  - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.22305556","-74.18591667","Temp Aire 2 m","°C"
"0026175501","0068","2016-08-16T11:00:00.000","29.8","RAFAEL ESCOBAR  - AUT","CALDAS","SUPIA","CAUCA","5.45","-75.63305556","Temp Aire 2 m","°C"
"0026055110","0068","2014-12-01T10:00:00.000","28","LA INDEPENDENCIA - AUT","VALLE DEL CAUCA","JAMUNDÍ","CAUCA","3.185361111","-76.56930556","Temp Aire 2 m","°C"
"0053115502","0068","2019-03-20T22:10:00.000","17.71597","JULIO FERNANDEZ  - AUT","VALLE DEL CAUCA","RESTREPO","TAPAJE - DAGUA - DIRECTOS","3.809163889","-76.53305556","Temp Aire 2 m","°C"
"2120000107","0068","2019-02-02T10:46:00.000","17.64","LA FISCALA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.536","-74.106","Temp Aire 2 m","°C"
"0023055502","0068","2017-08-18T18:05:00.000","21.22961","VILLARAZ  - AUT","CALDAS","PENSILVANIA","MEDIO MAGDALENA","5.383333333","-75.06638889","Temp Aire 2 m","°C"
"2121500042","0068","2019-04-30T13:00:00.000","20.1","EL SILENCIO - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.600222222","-75.336","Temp Aire 2 m","°C"
"0052055502","0068","2017-08-29T20:20:00.000","16.03849","SANDONA  - AUT","NARIÑO","SANDONÁ","PATÍA","1.300888889","-77.46035833","Temp Aire 2 m","°C"
"0035085070","0068","2009-09-18T19:00:00.000","21","SANTA MARIA - AUT","BOYACÁ","SANTA MARÍA","META","4.84125","-73.25669444","Temp Aire 2 m","°C"
"0023055502","0068","2018-10-18T05:55:00.000","16.15471","VILLARAZ  - AUT","CALDAS","PENSILVANIA","MEDIO MAGDALENA","5.383333333","-75.06638889","Temp Aire 2 m","°C"
"0024035410","0068","2008-12-25T23:00:00.000","13.8","SOGAMOSO - AUT","BOYACÁ","SOGAMOSO","SOGAMOSO","5.753333333","-72.91115278","Temp Aire 2 m","°C"
"0021209940","0068","2015-05-18T12:30:00.000","21.2","GRAVILLERAS - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.533","-74.117","Temp Aire 2 m","°C"
"0035035110","0068","2013-03-26T04:00:00.000","23.9","SALINAS DE UPIN  - AUT","META","RESTREPO","META","4.273861111","-73.58686111","Temp Aire 2 m","°C"
"0024015507","0068","2019-03-05T21:00:00.000","11.174","OJO DE AGUA  - AUT","CUNDINAMARCA","SIMIJACA","SOGAMOSO","5.392","-73.854","Temp Aire 2 m","°C"
"0026115501","0068","2016-08-30T10:00:00.000","20.7","MANUEL MARIA MALLARINO  - AUT","VALLE DEL CAUCA","TRUJILLO","CAUCA","4.213611111","-76.31497222","Temp Aire 2 m","°C"
"0023105060","0068","2007-09-08T16:00:00.000","29.1","VEGACHA","ANTIOQUIA","VEGACHÍ","MEDIO MAGDALENA","6.774","-74.797","Temp Aire 2 m","°C"
"0024055501","0068","2019-03-22T03:25:00.000","18.13203","CHUCURI  - AUT","SANTANDER","SAN VICENTE DE CHUCURÍ","SOGAMOSO","6.863566667","-73.38411667","Temp Aire 2 m","°C"
"0016055120","0068","2008-05-03T08:00:00.000","18","AGUAS DE LA VIRGEN  - AUT","NORTE DE SANTANDER","OCAÑA","CATATUMBO","8.227694444","-73.3975","Temp Aire 2 m","°C"
"0052025501","0068","2018-12-23T10:20:00.000","19.99361","LA VEGA  - AUT","CAUCA","LA VEGA","PATÍA","2.092941667","-76.81202778","Temp Aire 2 m","°C"
"0021202220","0068","2011-08-17T05:50:00.000","12.1","PARAISO - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.617","-74.05","Temp Aire 2 m","°C"
"0026155505","0068","2017-12-27T19:20:00.000","21.5665","GRANJA LUKER  - AUT","CALDAS","PALESTINA","CAUCA","5.070275","-75.68555278","Temp Aire 2 m","°C"
"0026115501","0068","2019-05-08T10:35:00.000","23.82322","MANUEL MARIA MALLARINO  - AUT","VALLE DEL CAUCA","TRUJILLO","CAUCA","4.213611111","-76.31497222","Temp Aire 2 m","°C"
"2120000107","0068","2018-11-08T14:39:00.000","19.51","LA FISCALA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.536","-74.106","Temp Aire 2 m","°C"
"0023055501","0068","2018-05-23T04:50:00.000","16.12782","SANTA HELENA  - AUT","CALDAS","MARQUETALIA","MEDIO MAGDALENA","5.317497222","-74.99610833","Temp Aire 2 m","°C"
"0026165501","0068","2018-02-17T13:10:00.000","24.5795","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Temp Aire 2 m","°C"
"0026145504","0068","2018-04-28T02:00:00.000","16.50948","OSPIRMA  - AUT","RISARALDA","GUÁTICA","CAUCA","5.325552778","-75.812775","Temp Aire 2 m","°C"
"0023065502","0068","2017-10-19T15:35:00.000","27.93584","LA PALMA  - AUT","CUNDINAMARCA","LA PALMA","MEDIO MAGDALENA","5.330266667","-74.40156111","Temp Aire 2 m","°C"
"0044035501","0068","2019-05-25T07:40:00.000","20.05927","PAUJIL  - AUT","CAQUETA","EL PAUJIL","CAQUETÁ","1.573819444","-75.3402","Temp Aire 2 m","°C"
"0026155220","0068","2010-12-04T00:00:00.000","15.2","VILLAMARIA - AUT","CALDAS","VILLAMARIA","CAUCA","5.048666667","-75.51388889","Temp Aire 2 m","°C"
"0036015020","0068","2010-04-21T22:00:00.000","24.1","EL DIAMANTE - AUT","CASANARE","PAZ DE ARIPORO","META","5.816194444","-71.41983333","Temp Aire 2 m","°C"
"0024055070","0068","2006-07-31T00:00:00.000","21.9","SAN  VICENTE DE CHUCURI  - AUT","SANTANDER","SAN VICENTE DE CHUCURÍ","MEDIO MAGDALENA","6.823388889","-73.47205556","Temp Aire 2 m","°C"
